Object Kind	Layer	Net	X1	Y1	X2	Y2	Keepout	Locked	Rotation	Solder Mask Expansion	Solder Mask Expansion Mode	Paste Mask Expansion	Paste Mask Expansion Mode
Fill	TopOverlay	No Net	4.200	5.100	4.500	5.400	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	4.800	5.100	5.100	5.400	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	6.000	5.100	6.300	5.400	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	6.600	5.100	6.900	5.400	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	5.400	0.300	5.700	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.600	5.400	0.900	5.700	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.800	5.400	2.100	5.700	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.400	5.400	2.700	5.700	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.000	5.400	3.600	5.700	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	4.200	5.400	4.500	5.700	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	4.800	5.400	5.100	5.700	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	6.000	5.400	6.300	5.700	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	6.600	5.400	6.900	5.700	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	5.700	0.300	6.000	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.600	5.700	0.900	6.000	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.800	5.700	2.100	6.000	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.400	5.700	2.700	6.000	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.000	5.700	3.300	6.000	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.900	5.700	4.500	6.000	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	4.800	5.700	5.100	6.000	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	6.000	5.700	6.300	6.000	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	6.600	5.700	6.900	6.000	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	6.000	0.300	6.300	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.600	6.000	2.100	6.300	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.400	6.000	3.000	6.300	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.600	6.000	4.500	6.300	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	4.800	6.000	6.300	6.300	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	6.600	6.000	6.900	6.300	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	6.300	0.300	6.600	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.400	6.300	3.000	6.600	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.900	6.300	4.500	6.600	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	6.600	6.300	6.900	6.600	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	6.600	6.900	6.900	false	false	0.0	0	none	0	none
