Object Kind	Layer	Net	X1	Y1	X2	Y2	Keepout	Locked	Rotation	Solder Mask Expansion	Solder Mask Expansion Mode	Paste Mask Expansion	Paste Mask Expansion Mode
Fill	BottomOverlay	No Net	0.000	1.400	0.200	1.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.800	1.400	1.000	1.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.200	1.400	1.400	1.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.600	1.400	1.800	1.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.000	1.400	3.200	1.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.600	1.400	3.800	1.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.200	1.400	5.400	1.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	1.600	0.400	1.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.200	1.600	1.800	1.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.200	1.600	2.600	1.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.800	1.600	3.400	1.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.600	1.600	5.400	1.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	1.800	0.200	2.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.400	1.800	0.600	2.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.600	1.800	2.800	2.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.000	1.800	3.400	2.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.600	1.800	3.800	2.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.200	1.800	4.400	2.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.200	1.800	5.400	2.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	2.000	0.600	2.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.400	2.000	1.600	2.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.000	2.000	2.200	2.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.400	2.000	2.600	2.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.800	2.000	3.000	2.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.400	2.000	3.600	2.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.800	2.000	4.200	2.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.600	2.000	5.400	2.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	2.200	0.200	2.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.600	2.200	0.800	2.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.000	2.200	1.200	2.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.600	2.200	1.800	2.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.000	2.200	3.400	2.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.000	2.200	4.200	2.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.400	2.200	4.600	2.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.800	2.200	5.400	2.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	2.400	0.800	2.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.000	2.400	1.200	2.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.600	2.400	1.800	2.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.000	2.400	2.200	2.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.600	2.400	3.200	2.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.400	2.400	3.600	2.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.800	2.400	4.000	2.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.200	2.400	4.800	2.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.200	2.400	5.400	2.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	2.600	1.000	2.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.400	2.600	1.600	2.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.000	2.600	2.400	2.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.200	2.600	3.400	2.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.600	2.600	3.800	2.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.000	2.600	4.200	2.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.600	2.600	4.800	2.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.000	2.600	5.400	2.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	2.800	0.200	3.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.800	2.800	1.000	3.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.600	2.800	1.800	3.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.200	2.800	2.400	3.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.600	2.800	2.800	3.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.000	2.800	3.200	3.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.400	2.800	3.600	3.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.800	2.800	4.000	3.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.600	2.800	5.400	3.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	3.000	0.600	3.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.800	3.000	1.000	3.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.600	3.000	2.800	3.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.400	3.000	3.800	3.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.000	3.000	4.200	3.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.800	3.000	5.000	3.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.200	3.000	5.400	3.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	3.200	0.800	3.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.000	3.200	2.800	3.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.000	3.200	3.600	3.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.800	3.200	5.000	3.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.200	3.200	5.400	3.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	3.400	0.200	3.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.400	3.400	0.800	3.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.800	3.400	2.000	3.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.600	3.400	2.800	3.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.200	3.400	3.400	3.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.000	3.400	4.200	3.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.400	3.400	5.000	3.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.200	3.400	5.400	3.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	3.600	2.200	3.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.400	3.600	2.600	3.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.800	3.600	3.000	3.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.600	3.600	5.400	3.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	3.800	0.200	4.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.600	3.800	1.800	4.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.000	3.800	2.200	4.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.400	3.800	2.600	4.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.800	3.800	3.000	4.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.200	3.800	3.400	4.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.600	3.800	3.800	4.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.200	3.800	5.400	4.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	4.000	0.200	4.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.400	4.000	1.400	4.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.600	4.000	2.000	4.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.600	4.000	2.800	4.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.000	4.000	3.200	4.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.600	4.000	3.800	4.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.000	4.000	5.000	4.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.200	4.000	5.400	4.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	4.200	0.200	4.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.400	4.200	0.600	4.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.200	4.200	1.400	4.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.600	4.200	1.800	4.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.000	4.200	2.200	4.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.800	4.200	3.000	4.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.200	4.200	3.400	4.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.600	4.200	3.800	4.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.000	4.200	4.200	4.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.800	4.200	5.000	4.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.200	4.200	5.400	4.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	4.400	0.200	4.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.400	4.400	0.600	4.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.200	4.400	1.400	4.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.600	4.400	1.800	4.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.400	4.400	2.600	4.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.800	4.400	3.000	4.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.200	4.400	3.400	4.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.600	4.400	3.800	4.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.000	4.400	4.200	4.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.800	4.400	5.000	4.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.200	4.400	5.400	4.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	4.600	0.200	4.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.400	4.600	0.600	4.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.200	4.600	1.400	4.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.600	4.600	1.800	4.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.200	4.600	2.400	4.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.400	4.600	3.800	4.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.000	4.600	4.200	4.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.800	4.600	5.000	4.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.200	4.600	5.400	4.800	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	4.800	0.200	5.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.400	4.800	1.400	5.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.600	4.800	1.800	5.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.000	4.800	2.600	5.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.800	4.800	3.800	5.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.000	4.800	5.000	5.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.200	4.800	5.400	5.000	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	5.000	0.200	5.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.600	5.000	2.600	5.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.800	5.000	3.000	5.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.200	5.000	3.400	5.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.600	5.000	3.800	5.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.200	5.000	5.400	5.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	5.200	5.400	5.400	false	false	0.0	0	none	0	none
