Object Kind	Layer	Net	X1	Y1	X2	Y2	Keepout	Locked	Rotation	Solder Mask Expansion	Solder Mask Expansion Mode	Paste Mask Expansion	Paste Mask Expansion Mode
Fill	TopOverlay	No Net	0.510	1.870	0.850	2.040	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.530	1.870	2.040	2.040	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.720	1.870	3.060	2.040	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.400	1.870	3.570	2.040	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.740	1.870	3.910	2.040	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	2.040	0.340	2.210	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.680	2.040	0.850	2.210	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.020	2.040	1.360	2.210	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.530	2.040	1.700	2.210	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.870	2.040	2.040	2.210	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.210	2.040	2.890	2.210	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.060	2.040	3.400	2.210	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.570	2.040	3.910	2.210	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	2.210	0.170	2.380	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.340	2.210	0.850	2.380	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.020	2.210	1.190	2.380	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.700	2.210	2.040	2.380	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.210	2.210	2.380	2.380	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.230	2.210	3.570	2.380	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.740	2.210	3.910	2.380	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	2.380	1.530	2.550	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.380	2.380	3.910	2.550	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	2.550	0.170	2.720	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.360	2.550	1.530	2.720	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.700	2.550	1.870	2.720	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.040	2.550	2.210	2.720	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.380	2.550	2.550	2.720	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.740	2.550	3.910	2.720	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	2.720	0.170	2.890	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.340	2.720	1.190	2.890	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.360	2.720	1.530	2.890	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.700	2.720	1.870	2.890	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.040	2.720	2.210	2.890	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.380	2.720	2.550	2.890	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.720	2.720	3.570	2.890	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.740	2.720	3.910	2.890	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	2.890	0.170	3.060	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.340	2.890	0.510	3.060	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.020	2.890	1.190	3.060	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.360	2.890	1.530	3.060	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.040	2.890	2.210	3.060	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.380	2.890	2.550	3.060	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.720	2.890	2.890	3.060	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.400	2.890	3.570	3.060	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.740	2.890	3.910	3.060	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	3.060	0.170	3.230	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.340	3.060	0.510	3.230	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.020	3.060	1.190	3.230	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.360	3.060	1.530	3.230	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.380	3.060	2.550	3.230	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.720	3.060	2.890	3.230	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.400	3.060	3.570	3.230	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.740	3.060	3.910	3.230	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	3.230	0.170	3.400	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.340	3.230	0.510	3.400	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.020	3.230	1.190	3.400	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.360	3.230	1.700	3.400	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.870	3.230	2.040	3.400	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.380	3.230	2.550	3.400	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.720	3.230	2.890	3.400	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.400	3.230	3.570	3.400	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.740	3.230	3.910	3.400	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	3.400	0.170	3.570	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.340	3.400	1.190	3.570	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.360	3.400	1.700	3.570	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.380	3.400	2.550	3.570	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.720	3.400	3.570	3.570	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.740	3.400	3.910	3.570	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	3.570	0.170	3.740	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.360	3.570	1.530	3.740	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	1.700	3.570	1.870	3.740	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	2.210	3.570	2.550	3.740	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	3.740	3.570	3.910	3.740	false	false	0.0	0	none	0	none
Fill	TopOverlay	No Net	0.000	3.740	3.910	3.910	false	false	0.0	0	none	0	none
