Object Kind	Layer	Net	X1	Y1	X2	Y2	Keepout	Locked	Rotation	Solder Mask Expansion	Solder Mask Expansion Mode	Paste Mask Expansion	Paste Mask Expansion Mode
Fill	BottomOverlay	No Net	0.000	0.000	8.100	0.300	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	0.300	0.300	0.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.200	0.300	1.500	0.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.800	0.300	2.100	0.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.700	0.300	3.300	0.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.900	0.300	4.500	0.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.800	0.300	5.100	0.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.400	0.300	5.700	0.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.800	0.300	8.100	0.600	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	0.600	0.600	0.900	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.900	0.600	1.200	0.900	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.800	0.600	2.700	0.900	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.000	0.600	3.300	0.900	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.600	0.600	4.500	0.900	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.800	0.600	5.700	0.900	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.000	0.600	7.500	0.900	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.800	0.600	8.100	0.900	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	0.900	0.300	1.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.900	0.900	1.500	1.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.800	0.900	2.100	1.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.400	0.900	3.000	1.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.600	0.900	3.900	1.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.200	0.900	4.500	1.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.100	0.900	5.700	1.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.000	0.900	6.300	1.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.200	0.900	7.500	1.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.800	0.900	8.100	1.200	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	1.200	0.300	1.500	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.600	1.200	0.900	1.500	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.200	1.200	1.800	1.500	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.100	1.200	3.000	1.500	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.600	1.200	4.500	1.500	false	false	0.0	0	none	0	none
