Object Kind	Layer	Net	X1	Y1	X2	Y2	Keepout	Locked	Rotation	Solder Mask Expansion	Solder Mask Expansion Mode	Paste Mask Expansion	Paste Mask Expansion Mode
Fill	BottomOverlay	No Net	3.780	1.350	4.050	1.620	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.860	1.350	5.130	1.620	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.400	1.350	5.670	1.620	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.480	1.350	6.750	1.620	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	1.350	7.290	1.620	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	1.620	0.270	1.890	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.080	1.620	1.350	1.890	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.620	1.620	2.430	1.890	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.970	1.620	3.780	1.890	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.050	1.620	5.130	1.890	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.400	1.620	6.750	1.890	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	1.620	7.290	1.890	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	1.890	0.810	2.160	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.620	1.890	1.890	2.160	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.160	1.890	2.430	2.160	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.700	1.890	3.240	2.160	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.510	1.890	4.320	2.160	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.590	1.890	5.130	2.160	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	1.890	7.290	2.160	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	2.160	0.270	2.430	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.540	2.160	0.810	2.430	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.080	2.160	1.350	2.430	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.620	2.160	2.430	2.430	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.700	2.160	2.970	2.430	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.240	2.160	3.780	2.430	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.320	2.160	4.590	2.430	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.860	2.160	7.290	2.430	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	2.430	0.270	2.700	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.540	2.430	1.080	2.700	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.240	2.430	3.780	2.700	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.400	2.430	5.670	2.700	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.210	2.430	6.750	2.700	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	2.430	7.290	2.700	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	2.700	1.080	2.970	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.620	2.700	2.160	2.970	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.430	2.700	2.970	2.970	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.780	2.700	4.050	2.970	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.320	2.700	4.590	2.970	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.130	2.700	5.400	2.970	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.670	2.700	5.940	2.970	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.210	2.700	6.480	2.970	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.750	2.700	7.290	2.970	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	2.970	1.350	3.240	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.890	2.970	2.160	3.240	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.240	2.970	3.510	3.240	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.590	2.970	5.130	3.240	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.670	2.970	6.210	3.240	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.480	2.970	6.750	3.240	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	2.970	7.290	3.240	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	3.240	0.270	3.510	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.810	3.240	1.350	3.510	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.890	3.240	2.160	3.510	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.970	3.240	3.240	3.510	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.130	3.240	5.400	3.510	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.670	3.240	6.480	3.510	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.750	3.240	7.290	3.510	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	3.510	0.810	3.780	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.080	3.510	1.350	3.780	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.620	3.510	2.160	3.780	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.700	3.510	3.510	3.780	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.780	3.510	5.130	3.780	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.670	3.510	6.210	3.780	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.480	3.510	6.750	3.780	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	3.510	7.290	3.780	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	3.780	0.270	4.050	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.810	3.780	1.350	4.050	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.620	3.780	1.890	4.050	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.160	3.780	2.700	4.050	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.970	3.780	3.510	4.050	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.050	3.780	4.590	4.050	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.130	3.780	5.400	4.050	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.670	3.780	6.210	4.050	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.480	3.780	7.290	4.050	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	4.050	0.270	4.320	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.350	4.050	1.620	4.320	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.890	4.050	2.430	4.320	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.700	4.050	3.240	4.320	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.320	4.050	4.590	4.320	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.400	4.050	5.670	4.320	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.940	4.050	6.210	4.320	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.480	4.050	7.290	4.320	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	4.320	0.270	4.590	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.810	4.320	1.350	4.590	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.620	4.320	1.890	4.590	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.430	4.320	2.700	4.590	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.240	4.320	4.050	4.590	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.860	4.320	5.400	4.590	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.210	4.320	6.480	4.590	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	4.320	7.290	4.590	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	4.590	0.540	4.860	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.810	4.590	1.350	4.860	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.620	4.590	2.430	4.860	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.240	4.590	4.050	4.860	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.590	4.590	5.130	4.860	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.400	4.590	5.670	4.860	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.940	4.590	6.210	4.860	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.480	4.590	6.750	4.860	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	4.590	7.290	4.860	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	4.860	2.430	5.130	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.700	4.860	2.970	5.130	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.510	4.860	3.780	5.130	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.050	4.860	4.320	5.130	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.590	4.860	7.290	5.130	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	5.130	0.270	5.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.160	5.130	2.430	5.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.700	5.130	2.970	5.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.240	5.130	3.510	5.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.780	5.130	4.050	5.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.320	5.130	4.590	5.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.860	5.130	5.130	5.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	5.130	7.290	5.400	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	5.400	0.270	5.670	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.540	5.400	1.890	5.670	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.160	5.400	3.240	5.670	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.320	5.400	5.130	5.670	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.400	5.400	6.750	5.670	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	5.400	7.290	5.670	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	5.670	0.270	5.940	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.540	5.670	0.810	5.940	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.620	5.670	1.890	5.940	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.160	5.670	2.970	5.940	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.240	5.670	3.510	5.940	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.780	5.670	4.050	5.940	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.320	5.670	4.590	5.940	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.860	5.670	5.130	5.940	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.400	5.670	5.670	5.940	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.480	5.670	6.750	5.940	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	5.670	7.290	5.940	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	5.940	0.270	6.210	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.540	5.940	0.810	6.210	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.620	5.940	1.890	6.210	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.160	5.940	2.700	6.210	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.320	5.940	5.130	6.210	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.400	5.940	5.670	6.210	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.480	5.940	6.750	6.210	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	5.940	7.290	6.210	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	6.210	0.270	6.480	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.540	6.210	0.810	6.480	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	1.620	6.210	1.890	6.480	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.160	6.210	2.430	6.480	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.700	6.210	2.970	6.480	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.780	6.210	4.050	6.480	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.590	6.210	5.130	6.480	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.400	6.210	5.670	6.480	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	6.480	6.210	6.750	6.480	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	6.210	7.290	6.480	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	6.480	0.270	6.750	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.540	6.480	1.890	6.750	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.160	6.480	2.430	6.750	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.240	6.480	3.780	6.750	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.860	6.480	5.130	6.750	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	5.400	6.480	6.750	6.750	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	6.480	7.290	6.750	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	6.750	0.270	7.020	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.160	6.750	2.430	7.020	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	2.700	6.750	3.240	7.020	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	3.510	6.750	4.050	7.020	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	4.320	6.750	5.130	7.020	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	7.020	6.750	7.290	7.020	false	false	0.0	0	none	0	none
Fill	BottomOverlay	No Net	0.000	7.020	7.290	7.290	false	false	0.0	0	none	0	none
